"","balls","strikes","outs_when_up","inning","pitch_number","situation_score","pitch_score"
"75489",3,1,2,5,5,0,0
"75490",2,1,0,4,4,0,0
"75491",1,0,0,3,2,0,1
"75492",3,2,0,5,8,0,1
"75493",0,0,1,4,1,0,1
"75494",0,1,0,3,2,0,1
"75495",2,0,1,4,3,0,0
"75496",1,0,1,3,2,0,1
"75497",2,0,0,4,3,0,1
"75498",3,2,0,5,7,0,0
"75499",3,2,0,3,7,0,1
"75500",2,0,0,4,3,0,1
"75501",0,0,1,3,1,0,0
"75502",0,1,1,3,2,0,0
"75503",0,0,0,3,1,0,0
"75504",2,2,2,4,5,0,0
"75505",0,2,0,4,4,0,0
"75506",2,1,2,5,4,0,0
"75507",0,0,0,3,1,0,1
"75508",0,0,0,4,1,0,0
"75509",0,1,2,3,2,0,0
"75510",1,1,2,4,3,0,0
"75511",1,0,1,4,2,0,0
"75512",2,1,2,3,4,0,1
"75513",0,0,1,3,1,0,1
"75514",3,2,0,3,6,0,1
"75515",0,0,1,3,1,0,1
"75516",1,2,2,4,4,0,1
"75517",0,2,0,4,3,0,1
"75518",3,1,2,2,5,0,1
"75519",3,2,1,3,6,0,1
"75520",1,1,2,5,3,0,0
"75521",0,0,2,3,1,0,1
"75522",3,2,0,5,6,0,0
"75523",1,0,0,4,2,0,1
"75524",1,0,0,4,2,0,0
"75525",0,0,0,4,1,0,1
"75526",1,1,2,3,3,0,1
"75527",0,0,1,4,1,0,0
"75528",3,1,0,3,5,0,1
"75529",2,2,1,3,5,0,0
"75530",1,0,2,4,2,0,0
"75531",1,2,0,3,4,0,0
"75532",2,2,0,5,5,0,0
"75533",1,1,0,3,3,0,1
"75534",0,1,0,4,2,0,1
"75535",3,0,2,2,4,0,1
"75536",0,2,2,3,3,0,1
"75537",1,0,2,5,2,0,0
"75538",0,2,2,4,3,0,0
"75539",0,0,0,4,1,0,0
"75540",2,0,2,4,3,0,1
"75541",0,1,2,3,2,0,1
"75542",1,2,1,4,4,0,0
"75543",0,0,2,4,1,0,0
"75544",0,0,0,4,1,0,1
"75545",0,1,0,3,2,0,1
"75546",1,1,0,3,3,0,1
"75547",0,1,2,4,2,0,0
"75548",3,0,0,3,4,0,1
"75549",2,0,2,2,3,0,1
"75550",1,2,1,3,4,0,0
"75551",1,2,2,3,4,0,0
"75552",0,0,2,5,1,0,0
"75553",0,1,2,3,2,0,0
"75554",2,1,0,5,4,0,0
"75555",1,0,2,4,2,0,1
"75556",0,0,2,3,1,0,0
"75557",1,1,1,4,3,0,0
"75558",1,1,2,3,3,0,1
"75559",0,0,0,3,1,0,1
"75560",2,1,1,4,4,0,1
"75561",0,0,2,4,1,0,1
"75562",1,1,1,3,3,0,1
"75563",0,2,0,4,3,0,1
"75564",1,0,2,2,2,0,1
"75565",2,0,0,3,3,0,1
"75566",2,2,1,5,5,0,0
"75567",0,0,2,3,1,0,0
"75568",1,1,0,5,3,0,0
"75569",0,1,0,3,2,0,0
"75570",0,1,1,4,2,0,0
"75571",3,2,0,3,6,0,1
"75572",0,0,1,3,1,0,1
"75573",1,0,0,3,2,0,0
"75574",1,2,1,5,4,0,0
"75575",0,0,0,3,1,0,1
"75576",0,1,2,3,2,0,0
"75577",2,2,2,4,6,0,0
"75578",0,1,2,3,2,0,1
"75579",0,0,2,2,1,0,1
"75580",0,1,0,4,2,0,0
"75581",1,1,1,4,3,0,0
"75582",0,1,1,3,2,0,0
"75583",0,1,0,5,2,0,1
"75584",0,0,2,4,1,0,0
"75585",0,1,1,4,2,0,0
"75586",0,0,2,3,1,0,1
"75587",0,0,1,4,1,0,0
"75588",1,1,1,5,3,0,0
"75589",1,2,2,4,5,0,0
"75590",0,0,0,4,1,0,1
"75591",0,0,1,3,1,0,0
"75592",1,0,2,2,2,0,1
"75593",0,0,0,3,1,0,1
"75594",1,1,2,2,3,0,0
"75595",0,0,2,3,1,0,1
"75596",1,0,1,3,2,0,1
"75597",0,0,0,5,1,0,1
"75598",2,2,0,3,5,0,1
"75599",0,1,1,4,2,0,0
"75600",0,0,1,4,1,0,0
"75601",0,0,1,4,1,0,1
"75602",2,1,0,4,4,0,0
"75603",2,2,1,3,5,0,1
"75604",1,2,2,4,4,0,0
"75605",1,2,2,2,5,0,1
"75606",1,2,0,3,4,0,0
"75607",0,1,1,5,2,0,0
"75608",0,0,1,3,1,0,0
"75609",1,1,0,3,3,0,1
"75610",0,1,2,2,2,0,1
"75611",0,2,2,3,4,0,1
"75612",0,0,2,2,1,0,1
"75613",2,2,2,4,5,0,0
"75614",2,2,1,3,7,0,0
"75615",1,2,0,4,5,0,1
"75616",1,1,0,4,3,0,0
"75617",2,2,0,4,6,0,1
"75618",1,1,0,3,3,0,0
"75619",2,2,1,3,6,0,1
"75620",0,0,2,2,1,0,0
"75621",0,2,2,2,4,0,1
"75622",0,2,2,3,3,0,1
"75623",1,0,0,3,2,0,1
"75624",3,2,1,3,6,0,1
"75625",1,2,2,4,4,0,1
"75626",0,0,1,5,1,0,0
"75627",0,2,2,4,3,0,0
"75628",3,0,2,2,4,0,1
"75629",1,2,1,3,4,0,0
"75630",1,0,0,4,2,0,0
"75631",1,1,1,3,3,0,1
"75632",0,0,0,3,1,0,1
"75633",0,2,1,2,3,0,0
"75634",0,1,2,3,2,0,1
"75635",0,2,2,4,3,0,0
"75636",0,2,0,5,3,0,0
"75637",0,2,2,2,3,0,0
"75638",2,0,2,2,3,0,0
"75639",2,2,1,3,5,0,0
"75640",0,1,2,4,2,0,0
"75641",1,2,1,3,5,0,1
"75642",1,2,0,4,5,0,0
"75643",1,0,0,3,2,0,1
"75644",0,2,0,4,4,0,0
"75645",0,2,0,4,3,0,1
"75646",0,0,0,3,1,0,1
"75647",0,0,0,4,1,0,0
"75648",0,1,0,5,2,0,0
"75649",0,1,2,4,2,0,1
"75650",0,1,1,2,2,0,1
"75651",1,2,1,3,4,0,1
"75652",0,0,2,4,1,0,1
"75653",0,0,2,3,1,0,0
"75654",1,0,2,2,2,0,0
"75655",0,0,0,3,1,0,1
"75656",0,2,0,4,4,0,0
"75657",0,1,2,2,2,0,0
"75658",1,2,1,3,4,0,1
"75659",1,0,1,3,2,0,1
"75660",0,2,0,4,3,0,1
"75661",0,0,1,3,1,0,0
"75662",0,2,1,3,3,0,1
"75663",1,1,2,3,3,0,0
"75664",2,1,1,4,4,0,0
"75665",0,0,2,4,1,0,0
"75666",0,0,2,2,1,0,1
"75667",1,2,2,3,5,0,1
"75668",1,1,1,3,3,0,1
"75669",2,2,2,3,6,0,1
"75670",0,2,1,3,3,0,1
"75671",0,0,0,5,1,0,0
"75672",0,0,2,2,1,0,1
"75673",0,0,1,2,1,0,1
"75674",0,1,0,4,2,0,0
"75675",0,1,0,4,2,0,1
"75676",0,1,1,3,2,0,1
"75677",1,1,1,4,3,0,1
"75678",0,0,1,4,1,0,1
"75679",1,2,2,3,5,0,1
"75680",1,2,2,3,4,0,1
"75681",2,2,1,2,5,0,1
"75682",1,2,1,3,5,0,1
"75683",0,0,2,4,1,0,0
"75684",0,1,1,3,2,0,1
"75685",1,0,1,3,2,0,1
"75686",3,2,1,2,6,0,1
"75687",0,1,2,3,2,0,1
"75688",0,0,0,4,1,0,0
"75689",0,2,1,3,4,0,0
"75690",2,2,1,4,5,0,0
"75691",1,1,2,3,3,0,1
"75692",1,2,2,3,4,0,1
"75693",0,0,1,3,1,0,1
"75694",0,0,0,4,1,0,1
"75695",1,0,2,3,2,0,0
"75696",1,0,1,4,2,0,0
"75697",2,1,1,2,4,0,1
"75698",0,0,2,3,1,0,0
"75699",0,0,1,3,1,0,0
"75700",3,1,0,4,5,0,1
"75701",3,1,1,2,5,0,1
"75702",0,0,1,3,1,0,1
"75703",0,2,1,3,3,0,1
"75704",1,1,0,3,3,0,0
"75705",3,0,1,2,4,0,1
"75706",3,2,1,3,10,0,0
"75707",0,1,2,3,2,0,1
"75708",1,2,1,4,4,0,0
"75709",2,0,1,2,3,0,1
"75710",0,2,2,3,3,0,1
"75711",0,0,1,4,1,0,0
"75712",0,1,0,3,2,0,0
"75713",1,1,0,3,3,0,0
"75714",2,1,0,4,4,0,1
"75715",3,2,2,3,7,0,0
"75716",0,0,2,3,1,0,0
"75717",1,0,1,2,2,0,1
"75718",0,0,0,3,1,0,0
"75719",0,1,2,3,2,0,1
"75720",2,0,0,4,3,0,1
"75721",0,0,2,3,1,0,1
"75722",0,1,0,3,2,0,0
"75723",0,1,1,3,2,0,1
"75724",1,1,1,4,3,0,1
"75725",1,0,1,3,2,0,1
"75726",0,0,0,4,1,0,0
"75727",2,2,2,3,6,0,1
"75728",2,0,1,2,3,0,1
"75729",1,0,0,3,2,0,1
"75730",2,2,1,3,9,0,1
"75731",0,0,1,3,1,0,0
"75732",2,2,1,3,8,0,0
"75733",1,2,2,3,5,0,1
"75734",0,2,2,3,3,0,1
"75735",1,2,2,3,4,0,1
"75736",1,0,1,2,2,0,1
"75737",0,0,0,3,1,0,1
"75738",0,0,1,2,1,0,1
"75739",0,1,1,4,2,0,0
"75740",1,0,0,4,2,0,1
"75741",0,0,1,3,1,0,0
"75742",0,1,2,3,2,0,1
"75743",0,0,2,3,1,0,0
"75744",0,2,1,2,4,0,0
"75745",0,0,0,3,1,0,1
"75746",0,1,0,3,2,0,0
"75747",1,0,2,3,2,0,0
"75748",0,2,2,3,3,0,0
"75749",2,2,2,3,5,0,0
"75750",0,0,2,3,1,0,1
"75751",1,2,2,3,4,0,0
"75752",1,2,1,3,7,0,1
"75753",0,1,2,3,2,0,1
"75754",0,0,1,2,1,0,1
"75755",1,1,0,3,3,0,0
"75756",0,2,1,2,4,0,1
"75757",3,0,0,3,4,0,1
"75758",0,0,0,4,1,0,0
"75759",0,0,1,4,1,0,0
"75760",0,2,1,2,3,0,1
"75761",0,0,0,3,1,0,1
"75762",2,0,0,3,3,0,1
"75763",1,2,2,4,4,0,1
"75764",0,0,2,3,1,0,0
"75765",0,0,2,3,1,0,0
"75766",0,2,2,3,3,0,1
"75767",2,1,2,3,4,0,0
"75768",0,2,1,2,3,0,1
"75769",0,1,1,3,2,0,1
"75770",0,1,2,3,2,0,0
"75771",1,0,0,3,2,0,0
"75772",0,2,0,4,4,0,1
"75773",1,2,0,2,4,0,1
"75774",0,1,1,2,2,0,1
"75775",1,2,1,3,6,0,0
"75776",0,2,0,4,3,0,0
"75777",0,1,2,3,2,0,1
"75778",1,1,2,3,3,0,0
"75779",0,1,1,3,2,0,0
"75780",0,0,0,3,1,0,1
"75781",0,0,2,3,1,0,0
"75782",0,0,1,3,1,0,1
"75783",1,1,0,2,3,0,0
"75784",0,1,2,2,2,0,1
"75785",1,0,0,3,2,0,0
"75786",0,2,1,3,5,0,0
"75787",1,2,1,3,4,0,0
"75788",0,0,1,2,1,0,1
"75789",0,1,1,2,2,0,1
"75790",1,1,2,4,3,0,0
"75791",1,0,2,4,2,0,1
"75792",0,2,1,3,4,0,1
"75793",0,0,2,3,1,0,1
"75794",3,0,1,3,4,0,0
"75795",0,1,0,4,2,0,0
"75796",0,0,2,2,1,0,1
"75797",0,1,0,3,2,0,0
"75798",0,0,1,2,1,0,1
"75799",1,0,0,2,2,0,1
"75800",3,0,1,2,4,0,1
"75801",0,0,0,3,1,0,0
"75802",1,1,1,3,3,0,1
"75803",0,1,2,3,2,0,0
"75804",0,0,0,3,1,0,1
"75805",0,0,1,3,1,0,0
"75806",1,2,2,3,4,0,1
"75807",3,1,0,3,5,0,1
"75808",0,0,2,3,1,0,1
"75809",2,2,0,3,5,0,0
"75810",0,0,0,2,1,0,1
"75811",2,0,1,2,3,0,1
"75812",1,1,1,3,3,0,1
"75813",1,1,1,2,3,0,0
"75814",0,2,1,3,3,0,1
"75815",0,0,0,3,1,0,1
"75816",0,0,0,4,1,0,1
"75817",3,2,1,2,8,0,1
"75818",2,0,1,3,3,0,0
"75819",0,1,1,3,2,0,1
"75820",0,0,2,4,1,0,1
"75821",0,0,1,3,1,0,1
"75822",2,1,0,3,4,0,1
"75823",0,1,1,2,2,0,1
"75824",1,0,1,3,2,0,0
"75825",1,0,1,2,2,0,1
"75826",2,1,0,3,4,0,0
"75827",1,2,1,3,6,0,1
"75828",1,1,2,3,3,0,1
"75829",1,2,2,2,4,0,1
"75830",3,1,1,4,5,0,1
"75831",0,1,1,3,2,0,1
"75832",0,0,0,3,1,0,1
"75833",1,0,2,4,2,0,0
"75834",2,2,1,2,7,0,1
"75835",0,1,1,3,2,0,1
"75836",1,2,2,3,4,0,0
"75837",3,1,1,3,5,0,0
"75838",0,0,1,3,1,0,0
"75839",1,1,0,3,3,0,0
"75840",2,1,1,4,4,0,0
"75841",1,2,1,3,5,0,1
"75842",1,1,0,3,3,0,1
"75843",0,2,2,2,3,0,1
"75844",0,0,2,4,1,0,0
"75845",1,2,1,2,6,0,1
"75846",0,0,1,3,1,0,1
"75847",0,1,2,3,2,0,1
"75848",0,0,1,2,1,0,0
"75849",0,0,1,2,1,0,0
"75850",0,0,1,3,1,0,1
"75851",0,2,2,3,3,0,1
"75852",2,1,1,3,4,0,0
"75853",1,2,0,2,4,0,0
"75854",1,1,1,4,3,0,1
"75855",0,1,0,3,2,0,0
"75856",0,0,0,3,1,0,1
"75857",1,2,1,3,4,0,1
"75858",0,1,2,2,2,0,0
"75859",1,1,0,2,3,0,1
"75860",0,1,0,3,2,0,1
"75861",1,2,1,2,5,0,1
"75862",0,2,0,3,4,0,1
"75863",0,0,1,4,1,0,0
"75864",0,0,2,3,1,0,0
"75865",0,0,0,3,1,0,1
"75866",1,1,0,2,3,0,1
"75867",1,1,1,3,3,0,0
"75868",2,1,1,3,4,0,1
"75869",1,0,1,4,2,0,1
"75870",0,0,0,3,1,0,0
"75871",1,1,1,3,3,0,1
"75872",0,0,2,2,1,0,1
"75873",0,1,2,3,2,0,1
"75874",1,0,0,2,2,0,0
"75875",0,0,0,3,1,0,1
"75876",2,1,0,4,4,0,0
"75877",0,2,1,2,4,0,1
"75878",0,1,2,3,2,0,0
"75879",0,2,0,3,3,0,0
"75880",0,1,2,3,2,0,0
"75881",0,0,2,3,1,0,0
"75882",0,1,1,3,2,0,0
"75883",0,2,1,2,3,0,1
"75884",1,0,0,2,2,0,1
"75885",2,2,0,3,5,0,1
"75886",0,0,0,2,1,0,0
"75887",0,1,0,3,2,0,1
"75888",0,0,2,3,1,0,1
"75889",3,2,0,3,6,0,1
"75890",0,0,2,3,1,0,1
"75891",1,1,1,3,3,0,0
"75892",1,1,0,4,3,0,0
"75893",0,0,1,4,1,0,1
"75894",1,0,1,3,2,0,1
"75895",1,2,1,2,5,0,1
"75896",3,2,1,3,6,0,1
"75897",0,0,0,4,1,0,0
"75898",0,1,1,3,2,0,0
"75899",2,1,0,3,4,0,0
"75900",0,0,1,3,1,0,1
"75901",0,0,0,3,1,0,1
"75902",0,1,1,2,2,0,1
"75903",3,1,0,3,5,0,1
"75904",0,0,1,3,1,0,0
"75905",0,0,0,2,1,0,1
"75906",2,2,1,3,5,0,1
"75907",0,1,1,3,2,0,0
"75908",2,2,2,2,5,0,0
"75909",0,1,0,4,2,0,0
"75910",1,2,1,2,4,0,1
"75911",2,1,2,2,4,0,1
"75912",1,1,1,2,3,0,1
"75913",2,1,2,2,4,0,1
"75914",0,0,0,3,1,0,0
"75915",1,1,0,3,3,0,1
"75916",0,1,0,3,2,0,1
"75917",0,0,1,2,1,0,1
"75918",2,1,0,3,4,0,1
"75919",0,0,1,3,1,0,1
"75920",1,2,1,3,4,0,0
"75921",0,0,1,3,1,0,1
"75922",1,2,2,2,4,0,0
"75923",0,0,0,4,1,0,0
"75924",0,1,2,3,2,0,1
"75925",2,2,1,3,5,0,0
"75926",1,2,1,3,4,0,0
"75927",1,1,2,2,3,0,1
"75928",0,0,2,3,1,0,1
"75929",1,1,2,2,3,0,1
"75930",0,0,0,3,1,0,0
"75931",0,1,1,2,2,0,1
"75932",0,1,0,3,2,0,0
"75933",1,1,0,3,3,0,1
"75934",1,2,0,3,5,0,0
"75935",0,1,1,2,2,0,1
"75936",2,1,0,3,4,0,0
"75937",1,1,2,2,3,0,1
"75938",0,2,1,3,3,0,1
"75939",1,0,0,3,2,0,1
"75940",0,0,0,4,1,0,0
"75941",0,0,1,2,1,0,1
"75942",0,0,0,3,1,0,1
"75943",0,0,1,2,1,0,1
"75944",0,1,2,2,2,0,1
"75945",2,1,2,2,4,0,1
"75946",1,0,2,2,2,0,1
"75947",0,0,0,3,1,0,1
"75948",0,1,1,3,2,0,1
"75949",0,1,1,3,2,0,0
"75950",1,0,0,3,2,0,1
"75951",0,2,1,3,4,0,0
"75952",1,2,0,3,4,0,1
"75953",1,1,0,3,3,0,0
"75954",0,1,2,2,2,0,1
"75955",0,2,1,3,3,0,1
"75956",0,1,1,3,2,0,1
"75957",0,0,2,2,1,0,1
"75958",0,1,0,3,2,0,1
"75959",1,1,2,2,3,0,1
"75960",2,2,1,2,5,0,1
"75961",1,1,0,3,3,0,0
"75962",0,0,1,3,1,0,1
"75963",0,0,2,2,1,0,1
"75964",0,0,1,3,1,0,1
"75965",2,2,2,2,6,0,1
"75966",0,0,0,3,1,0,0
"75967",0,0,2,2,1,0,1
"75968",0,2,1,3,3,0,0
"75969",2,2,0,2,6,0,0
"75970",0,2,0,3,3,0,0
"75971",2,2,0,2,5,0,1
"75972",1,2,2,3,4,0,0
"75973",1,2,1,2,4,0,1
"75974",0,1,0,3,2,0,0
"75975",0,1,0,3,2,0,1
"75976",1,0,2,2,2,0,1
"75977",0,0,0,3,1,0,1
"75978",2,2,1,2,5,0,0
"75979",2,2,0,3,5,0,0
"75980",2,1,1,2,4,0,1
"75981",0,1,1,3,2,0,1
"75982",2,2,1,3,6,0,1
"75983",3,2,2,2,7,0,0
"75984",1,2,2,2,5,0,0
"75985",0,0,1,3,1,0,0
"75986",0,0,0,3,1,0,0
"75987",1,2,0,3,4,0,0
"75988",0,0,2,2,1,0,1
"75989",1,2,2,2,5,0,1
"75990",1,1,1,2,3,0,0
"75991",1,2,0,2,4,0,1
"75992",2,2,1,3,5,0,0
"75993",0,2,2,3,3,0,0
"75994",2,1,0,3,4,0,1
"75995",0,0,0,3,1,0,1
"75996",0,0,1,3,1,0,0
"75997",2,2,2,2,6,0,0
"75998",1,2,1,2,4,0,0
"75999",1,1,1,2,3,0,1
"76000",1,2,2,2,4,0,0
"76001",0,1,2,3,2,0,0
"76002",1,2,1,3,4,0,1
"76003",0,2,2,2,3,0,1
"76004",0,0,0,3,1,0,0
"76005",1,1,0,2,3,0,0
"76006",1,1,0,3,3,0,0
"76007",0,1,1,2,2,0,0
"76008",2,2,2,2,6,0,1
"76009",1,1,0,3,3,0,0
"76010",0,2,1,2,3,0,1
"76011",0,1,1,2,2,0,1
"76012",1,1,0,3,3,0,0
"76013",2,2,2,2,6,0,0
"76014",1,2,2,2,4,0,0
"76015",1,2,2,2,5,0,1
"76016",0,1,0,2,2,0,1
"76017",0,0,1,2,1,0,1
"76018",1,0,0,3,2,0,1
"76019",0,0,1,2,1,0,1
"76020",2,2,2,2,5,0,0
"76021",1,2,2,2,5,0,0
"76022",0,1,2,2,2,0,0
"76023",0,2,2,2,3,0,0
"76024",1,0,0,3,2,0,0
"76025",0,1,1,2,2,0,0
"76026",1,2,2,2,4,0,1
"76027",1,0,0,3,2,0,1
"76028",0,0,2,3,1,0,0
"76029",0,1,2,2,2,0,1
"76030",1,1,1,3,3,0,1
"76031",2,2,1,3,5,0,0
"76032",0,0,2,2,1,0,0
"76033",3,2,0,2,6,0,1
"76034",0,1,2,2,2,0,1
"76035",0,0,1,2,1,0,0
"76036",0,1,1,3,2,0,0
"76037",1,2,2,2,4,0,1
"76038",1,2,2,2,4,0,1
"76039",0,2,2,2,3,0,0
"76040",0,0,0,3,1,0,1
"76041",0,0,0,3,1,0,0
"76042",2,0,0,2,3,0,1
"76043",0,0,2,2,1,0,0
"76044",0,0,0,2,1,0,1
"76045",0,0,0,3,1,0,0
"76046",2,2,0,2,5,0,0
"76047",1,2,0,3,4,0,1
"76048",1,2,2,3,4,0,0
"76049",0,2,2,2,3,0,1
"76050",1,2,1,3,4,0,0
"76051",0,1,2,2,2,0,0
"76052",3,1,0,2,5,0,1
"76053",2,2,2,2,6,0,1
"76054",0,0,2,1,1,0,1
"76055",2,2,0,3,5,0,0
"76056",0,0,1,3,1,0,1
"76057",1,0,0,2,2,0,1
"76058",0,0,2,2,1,0,1
"76059",1,1,1,2,3,0,1
"76060",1,1,2,2,3,0,1
"76061",0,0,2,2,1,0,1
"76062",1,1,1,3,3,0,0
"76063",1,2,2,2,5,0,0
"76064",1,1,0,3,3,0,1
"76065",1,0,2,2,2,0,0
"76066",0,2,0,3,3,0,0
"76067",2,1,0,2,4,0,1
"76068",0,0,0,2,1,0,1
"76069",1,2,0,2,4,0,1
"76070",1,1,2,3,3,0,1
"76071",3,2,2,1,7,0,1
"76072",2,1,0,3,4,0,0
"76073",0,1,2,2,2,0,0
"76074",2,1,1,2,4,0,0
"76075",1,0,1,2,2,0,0
"76076",0,1,1,3,2,0,0
"76077",1,0,2,3,2,0,0
"76078",1,1,0,2,3,0,0
"76079",1,1,1,2,3,0,1
"76080",0,0,1,2,1,0,1
"76081",0,1,0,3,2,0,1
"76082",0,2,2,2,4,0,0
"76083",1,2,2,2,4,0,1
"76084",0,0,2,2,1,0,1
"76085",1,1,0,3,3,0,1
"76086",2,2,2,1,6,0,0
"76087",0,0,2,2,1,0,1
"76088",1,1,0,2,3,0,0
"76089",1,0,0,3,2,0,0
"76090",0,0,1,2,1,0,1
"76091",0,1,0,2,2,0,1
"76092",0,0,1,3,1,0,0
"76093",1,0,0,3,2,0,0
"76094",0,2,2,2,3,0,0
"76095",0,2,2,2,3,0,1
"76096",0,0,2,3,1,0,0
"76097",2,2,2,1,5,0,1
"76098",0,1,1,2,2,0,0
"76099",0,0,0,3,1,0,0
"76100",3,2,1,2,6,0,1
"76101",0,1,0,2,2,0,0
"76102",1,1,0,2,3,0,1
"76103",2,2,1,2,5,0,1
"76104",0,0,0,3,1,0,1
"76105",1,2,1,2,4,0,0
"76106",1,2,1,2,4,0,0
"76107",0,0,0,2,1,0,1
"76108",2,1,0,3,4,0,0
"76109",2,2,1,2,5,0,0
"76110",2,1,2,1,4,0,1
"76111",0,0,1,2,1,0,0
"76112",1,1,1,2,3,0,0
"76113",0,0,2,2,1,0,1
"76114",0,1,2,2,2,0,1
"76115",0,1,2,2,2,0,1
"76116",0,0,0,3,1,0,0
"76117",0,0,0,2,1,0,1
"76118",1,2,2,3,4,0,0
"76119",0,1,0,2,2,0,1
"76120",1,0,2,3,2,0,1
"76121",0,0,2,2,1,0,1
"76122",2,1,1,2,4,0,0
"76123",0,0,2,3,1,0,1
"76124",2,1,2,2,4,0,0
"76125",2,0,0,3,3,0,0
"76126",1,1,2,3,3,0,0
"76127",0,0,0,2,1,0,1
"76128",2,2,0,2,5,0,0
"76129",1,0,1,2,2,0,1
"76130",0,0,2,1,1,0,0
"76131",0,0,2,2,1,0,1
"76132",1,1,1,2,3,0,1
"76133",1,0,2,2,2,0,1
"76134",1,2,2,2,4,0,0
"76135",1,1,2,1,3,0,1
"76136",0,0,1,2,1,0,1
"76137",2,0,1,2,3,0,1
"76138",0,1,1,2,2,0,0
"76139",1,1,2,2,3,0,0
"76140",0,2,2,2,3,0,0
"76141",1,0,0,3,2,0,0
"76142",2,1,2,2,4,0,1
"76143",1,1,2,1,3,0,0
"76144",0,0,1,2,1,0,1
"76145",1,0,2,3,2,0,0
"76146",0,0,2,2,1,0,0
"76147",1,2,0,2,4,0,0
"76148",1,1,1,3,3,0,1
"76149",2,1,0,2,4,0,0
"76150",0,1,2,1,2,0,1
"76151",1,0,1,2,2,0,1
"76152",0,0,0,3,1,0,0
"76153",0,0,1,2,1,0,1
"76154",0,2,1,2,3,0,0
"76155",2,2,0,2,5,0,1
"76156",1,1,0,2,3,0,0
"76157",0,0,2,1,1,0,0
"76158",1,0,2,1,2,0,0
"76159",1,0,1,3,2,0,0
"76160",0,1,2,2,2,0,1
"76161",2,0,2,2,3,0,0
"76162",1,2,0,2,4,0,0
"76163",0,1,2,2,2,0,0
"76164",0,0,2,3,1,0,0
"76165",2,0,0,2,3,0,1
"76166",0,0,1,2,1,0,0
"76167",2,1,0,2,4,0,1
"76168",0,1,1,3,2,0,0
"76169",0,0,2,1,1,0,0
"76170",1,0,2,2,2,0,1
"76171",1,0,0,2,2,0,1
"76172",1,1,0,2,3,0,0
"76173",1,0,2,2,2,0,1
"76174",0,0,1,3,1,0,1
"76175",0,1,1,2,2,0,0
"76176",1,0,0,2,2,0,1
"76177",0,0,2,2,1,0,0
"76178",3,2,1,1,6,0,1
"76179",0,1,0,2,2,0,1
"76180",0,0,2,2,1,0,1
"76181",0,2,1,2,3,0,0
"76182",0,0,0,2,1,0,1
"76183",1,0,0,2,2,0,1
"76184",0,0,1,2,1,0,1
"76185",2,0,1,1,3,0,1
"76186",0,0,0,2,1,0,1
"76187",0,0,1,3,1,0,0
"76188",1,2,0,2,4,0,1
"76189",3,1,2,2,5,0,0
"76190",0,0,0,2,1,0,1
"76191",3,1,1,1,5,0,1
"76192",0,0,2,2,1,0,0
"76193",0,1,0,3,2,0,0
"76194",0,0,2,2,1,0,1
"76195",1,1,0,2,3,0,0
"76196",2,2,2,2,5,0,1
"76197",3,0,1,1,4,0,1
"76198",0,0,0,2,1,0,1
"76199",3,1,0,2,5,0,1
"76200",0,1,1,2,2,0,0
"76201",1,0,1,1,2,0,0
"76202",2,2,1,2,6,0,1
"76203",0,1,2,2,2,0,1
"76204",1,1,2,2,3,0,0
"76205",0,1,2,2,2,0,1
"76206",0,1,0,2,2,0,0
"76207",0,1,0,3,2,0,0
"76208",2,1,2,2,4,0,0
"76209",0,0,0,3,1,0,1
"76210",0,2,0,2,3,0,0
"76211",0,2,2,2,3,0,1
"76212",2,0,1,1,3,0,1
"76213",0,0,0,2,1,0,1
"76214",0,0,1,2,1,0,0
"76215",2,0,2,2,3,0,1
"76216",2,1,2,2,4,0,0
"76217",0,0,2,2,1,0,1
"76218",0,0,0,3,1,0,0
"76219",2,1,0,2,4,0,1
"76220",0,1,2,2,2,0,1
"76221",1,2,2,1,4,0,1
"76222",0,0,1,1,1,0,0
"76223",2,2,1,2,5,0,1
"76224",0,0,2,2,1,0,0
"76225",0,1,0,2,2,0,1
"76226",0,0,2,2,1,0,0
"76227",2,2,1,2,7,0,1
"76228",1,1,2,2,3,0,0
"76229",0,1,2,2,2,0,1
"76230",3,2,2,2,7,0,0
"76231",2,1,1,2,4,0,1
"76232",1,0,2,2,2,0,1
"76233",1,0,1,1,2,0,1
"76234",1,2,1,2,4,0,0
"76235",1,2,0,2,4,0,0
"76236",0,0,0,2,1,0,1
"76237",1,1,0,2,3,0,1
"76238",1,1,2,1,3,0,1
"76239",1,0,2,2,2,0,0
"76240",2,2,0,1,5,0,1
"76241",1,0,2,2,2,0,1
"76242",3,2,2,2,6,0,1
"76243",1,1,1,2,3,0,1
"76244",0,0,1,1,1,0,1
"76245",1,0,0,2,2,0,1
"76246",1,0,1,2,2,0,0
"76247",0,0,2,2,1,0,0
"76248",1,1,2,2,3,0,0
"76249",0,0,2,2,1,0,0
"76250",1,2,0,1,4,0,0
"76251",1,1,1,2,3,0,1
"76252",0,1,2,1,2,0,1
"76253",0,0,2,2,1,0,1
"76254",0,2,0,2,3,0,1
"76255",2,2,1,2,6,0,0
"76256",0,2,0,1,3,0,0
"76257",2,2,2,2,5,0,0
"76258",0,0,1,2,1,0,1
"76259",0,0,2,1,1,0,1
"76260",2,0,1,1,3,0,1
"76261",0,1,1,2,2,0,0
"76262",0,2,2,2,3,0,1
"76263",0,1,2,2,2,0,0
